  4.  6.03020992E-26
  4.05000019  1.46860904E-25
  4.0999999  3.16261782E-25
  4.1500001  6.48620024E-25
  4.19999981  1.35960917E-24
  4.25  2.91391946E-24
  4.30000019  6.1500815E-24
  4.3499999  1.30602802E-23
  4.4000001  2.80814855E-23
  4.44999981  6.04221826E-23
  4.5  1.15015503E-22
  4.55000019  1.8584432E-22
  4.5999999  2.68793486E-22
  4.6500001  3.66211623E-22
  4.69999981  4.76816965E-22
  4.75  5.9365037E-22
  4.80000019  7.03775605E-22
  4.8499999  7.7032179E-22
  4.9000001  7.88666126E-22
  4.94999981  7.87055133E-22
  5.  7.6761033E-22
  5.05000019  7.39237288E-22
  5.0999999  7.4686498E-22
  5.1500001  7.92660009E-22
  5.19999981  8.40347547E-22
  5.25  8.61638057E-22
  5.30000019  8.65599275E-22
  5.3499999  8.56452426E-22
  5.4000001  7.73181683E-22
  5.44999981  5.61771807E-22
  5.5  3.33771744E-22
  5.55000019  2.10756863E-22
  5.5999999  1.67123717E-22
  5.6500001  1.56900395E-22
  5.69999981  1.54291373E-22
  5.75  1.42362446E-22
  5.80000019  1.22106479E-22
  5.8499999  1.08282039E-22
  5.9000001  1.03028604E-22
  5.94999981  1.00298306E-22
  6.  9.476321E-23
  6.05000019  8.71448205E-23
  6.0999999  8.14284504E-23
  6.1500001  7.76899565E-23
  6.19999981  7.29406352E-23
  6.25  6.41619197E-23
  6.30000019  5.15084645E-23
  6.3499999  3.96082958E-23
  6.4000001  3.09789811E-23
  6.45000029  2.53836412E-23
  6.5  2.20551136E-23
  6.55000019  2.01746286E-23
  6.5999999  1.92101388E-23
  6.6500001  1.88295655E-23
  6.70000029  1.88008936E-23
  6.75  1.89610844E-23
  6.80000019  1.91665117E-23
  6.8499999  1.92468587E-23
  6.9000001  1.91081896E-23
  6.94999981  1.87376616E-23
  7.  1.81373858E-23
  7.05000019  1.72396006E-23
  7.0999999  1.60075434E-23
  7.1500001  1.4604701E-23
  7.20000029  1.33298418E-23
  7.25  1.23822976E-23
  7.30000019  1.17791046E-23
  7.3499999  1.14601113E-23
  7.4000001  1.13517668E-23
  7.44999981  1.14041779E-23
  7.5  1.15832935E-23
  7.55000019  1.18570953E-23
  7.5999999  1.22120386E-23
  7.6500001  1.2634326E-23
  7.69999981  1.31148843E-23
  7.75  1.36543271E-23
  7.80000019  1.42389882E-23
  7.8499999  1.48686554E-23
  7.9000001  1.55378588E-23
  7.95000029  1.62462638E-23
  8.  1.70079484E-23
  8.05000019  1.78130172E-23
  8.10000038  1.86709382E-23
  8.14999962  1.95818217E-23
  8.19999981  2.05506186E-23
  8.25  2.16040508E-23
  8.30000019  2.27201533E-23
  8.35000038  2.39039212E-23
  8.39999962  2.51457807E-23
  8.44999981  2.64400048E-23
  8.5  2.78342439E-23
  8.55000019  2.92589961E-23
  8.60000038  3.07060857E-23
  8.64999962  3.21467067E-23
  8.69999981  3.35652553E-23
  8.75  3.50804709E-23
  8.80000019  3.65340229E-23
  8.85000038  3.79203481E-23
  8.89999962  3.92052069E-23
  8.94999981  4.03844813E-23
  9.  4.17427988E-23
